89420.0 0.0
91526.2 1775.2
96207.5 -1358.6
95720.9 3808.7
97594.6 2256.8
97217.9 979.4
102608.2 1429.7
100535.3 1746.0
102135.3 -2051710.8
109757.6 -808.2
109185.1 3997.7
112061.7 -4467.8
119628.5 1919.5
127655.8 969.7
126563.1 -3212.4
135551.9 2580.1
144453.8 2451.2
152183.2 -1688.0
165495.6 -2119.2
180461.6 -986.8
203007.3 -2132.4
230242.6 1860.1
260594.8 -2140.0
313401.9 1252.9
397487.4 311.2
543834.4 2307.1
894364.9 954.0
2635018.2 -398.0
-2588583.2 -1870.9
-848627.4 -1233.8
-498010.0 2062.1
-352619.9 3762.1
-270226.7 1453.6
-213680.6 -1084.9
-180150.4 2253.0
-152459.6 972.2
-132370.2 -2340.9
-115933.7 -4184.1
-101728.8 1071.2
-92373.8 2043.7
-85244.7 1071.2
-80575.0 -4742.1
-74244.8 -2372.3
-67008.3 1332.0
-60459.3 -3859.0
-59214.7 1768.2
-52985.2 -1310.8
-46412.6 -1986.0
-48140.4 1789.0
-46378.2 2859.8
-44607.1 96.1
-38366.2 367.8
-36993.7 3665.8
-34148.8 1424.8
-34401.1 3396.4
-29572.1 324.7
-30481.7 1464.9
-31118.4 798.9
-28339.1 -4128.9
-28239.6 -1877.6
-25150.4 -2523.8
-23823.9 3018.5
-27004.3 -1238.9
-23914.8 -105.7
-23239.1 -353.9
-21939.5 1843.2
-19363.7 844.8
-21151.8 -3207.7
-22955.2 -1790.5
-19182.3 -478.8
-18336.9 1087.3
-20033.4 -2019.9
-16932.4 1884.0
-17819.0 -307.5
-16129.2 1818.2
-18889.6 2133.1
-15040.2 1769.0
-9426.1 -1347.7
-11022.1 -1601.3
-13164.3 2401.1
-13600.1 -906.0
-11441.2 -5781.0
-11859.5 2881.3
-12118.9 2237.1
-12714.9 120.1
-9545.2 779.0
-11302.7 -4090.0
-8440.2 -548.3
-13077.6 -155.7
-13351.1 1618.5
-9953.2 -900.8
-11990.8 3871.4
-11902.8 -1005.5
-10272.2 934.3
-9359.8 1017.1
-6972.5 1786.4
-5671.4 -2088.3
-7811.2 1298.7
-7669.6 -2985.5
-7639.0 -1272.3
-5031.2 -21.8
-8899.4 2752.2
-6928.8 -1370.0
-7535.8 -2023.6
-6797.1 1828.4
-4470.3 -2843.0
-9406.2 -1114.0
-6305.5 -1293.2
-7735.2 -144.1
-6268.8 -2245.6
-6865.3 -3408.7
-3347.7 -1431.8
-7986.9 860.0
-5428.1 2523.7
-5157.8 2319.6
-2798.5 4541.7
-7199.7 -2538.4
-4185.8 -482.5
-4869.6 -364.7
-6651.9 469.9
-4420.6 -3534.6
-6725.4 -1459.2
-4155.5 -426.5
-8950.7 1056.4
-1989.0 -2122.9
-6327.9 -816.4
-4722.5 1937.7
-4526.6 -1108.3
-3150.6 -976.3
-4412.3 -560.6
-5639.8 -3497.3
-2500.5 -1128.9
-5908.1 1347.4
-2839.0 -1518.4
-1603.1 1111.9
-1952.9 -219.6
-2450.2 2299.5
-5644.4 -947.8
-495.0 3038.8
-256.5 1475.5
-5580.4 -456.5
-3378.2 1588.9
-5518.6 -1019.3
-2817.3 3605.5
-4073.6 -1487.1
-7042.1 1896.3
-4659.0 411.0
223.1 2522.6
-3102.5 -1657.9
-1805.3 -760.0
-8416.8 1722.8
-4559.4 1087.2
-4274.4 3674.0
-3785.8 -762.7
-2187.9 -2635.0
-4917.1 -1904.6
-4515.3 -1581.2
-4028.9 5015.1
-1986.4 1792.1
-3845.0 -5637.6
-1283.7 902.7
-2942.4 -1930.6
-5124.3 -2278.5
-1438.6 2527.3
-122.8 -1492.9
-3100.9 2172.7
-4185.7 122.7
-3606.7 -797.0
-3121.3 -2004.5
-1299.4 -3204.0
-2989.2 -1681.9
-1681.8 759.4
1117.8 150.5
-2344.8 2355.6
-4207.0 2756.2
-4688.5 2700.4
-3557.6 1170.7
-2675.7 -715.9
263.1 -42.4
-920.8 2499.8
-1501.2 -1056.1
-2950.7 -2067.0
-6152.5 -1197.3
598.7 601.2
-3284.1 839.8
-2022.3 1532.5
-5770.6 -2912.7
-107.3 -1211.5
-5927.8 3765.6
-6922.9 21.0
-2196.2 1343.1
-3131.9 -356.7
-2253.5 -1060.3
-5683.4 -1156.0
-2196.5 195.5
-1840.4 1573.0
-1172.0 1875.0
-1637.4 -1239.2
-1041.0 -1480.4
-2270.6 -1383.0
-945.1 417.3
572.7 -470.9
-2841.4 790.3
-3326.8 1560.4
-2885.3 -531.6
2394.5 -2747.3
-591.3 915.8
-3053.1 -1290.7
-822.5 2550.7
-27.2 3657.2
-3642.2 409.9
-2250.9 573.5
-2387.0 -1402.2
-966.5 -1514.1
-1220.7 493.1
-1315.3 968.8
1206.3 -1585.6
-860.5 307.3
-143.2 -3416.9
-3288.7 664.1
387.9 -246.9
-468.4 1494.9
2424.1 66.5
2797.9 1689.3
-157.2 3460.7
-2667.1 -94.3
-4627.8 -2190.0
-5157.0 59.8
-1368.4 -748.4
-65.8 -3362.4
-417.7 911.8
-3163.0 496.9
-19.5 454.3
-1460.0 1313.8
-3398.3 -1284.2
-1506.5 664.5
646.9 370.9
-1592.8 714.2
-3583.3 -374.2
-2987.8 3115.1
718.5 25.3
-2565.3 1879.6
-3849.5 2658.3
-1026.0 -1746.9
2031.1 -4184.6
-1096.8 280.0
-398.4 -648.7
-3609.0 1904.7
-1046.0 -1328.4
-526.2 1119.0
-1476.1 -2594.0
-2125.4 -2006.8
-546.8 -77.4
-1499.7 -1327.3
-5272.1 -389.7
-1181.7 694.4
-2000.0 468.0
-5568.8 -2090.5
-3673.1 -1856.2
1930.2 1368.7
-1688.7 775.4
-3739.8 4999.5
974.4 745.0
224.8 -1237.8
-5144.6 -3107.5
1217.0 2320.2
549.1 -1971.5
-1293.1 -1333.4
-1053.4 1744.5
906.1 -2330.5
-1447.9 2143.8
-1842.6 1413.8
-839.1 749.5
-1541.8 2128.9
931.4 2503.7
-2414.1 210.8
-1559.2 -2623.6
-4210.3 217.1
-1305.2 1765.1
-2180.9 -2627.4
-2370.4 -843.8
1057.8 2127.5
1680.7 2310.9
-2522.3 -2491.2
-1616.8 -107.2
-3416.7 1544.2
1544.4 -1374.6
-3643.1 -294.4
-583.1 1578.9
-1945.3 1628.9
-2126.2 2001.3
-3118.5 -1912.5
-185.4 -162.0
-1080.4 -1993.4
860.0 -4538.2
-1491.3 -3030.3
2007.6 -394.4
764.4 -3539.8
2304.1 436.6
-1415.3 3045.3
-2076.9 -4025.6
-1339.7 641.6
-34.6 -1615.3
-1542.1 1993.2
-2556.5 -750.6
580.3 1035.7
-1749.1 -502.1
-2973.0 -595.6
-1102.6 -1265.2
4508.3 470.0
-341.9 -1304.6
-114.0 -672.8
705.9 1126.0
324.3 724.2
-3293.1 -195.3
-4324.1 1487.3
1173.8 -1794.4
-5044.6 877.8
-1858.0 583.0
1670.9 -435.1
-2355.5 -2431.4
-3188.8 -2366.8
235.5 1596.1
-2089.0 -927.7
-1659.4 1050.7
20.0 1785.8
-1078.3 -5233.0
394.6 -44.8
-1515.3 1367.1
-3504.7 -868.9
-3982.8 294.7
-396.5 -1759.8
-1899.7 -883.8
-3009.2 -2941.9
-3534.0 1031.0
-5281.2 2177.0
-1631.8 -2120.3
-3049.4 -1429.8
1194.9 180.5
2387.7 3966.4
-51.7 -2171.5
-4536.0 876.1
-1817.0 -1338.0
-1232.6 -383.7
-1170.4 -2181.7
2416.7 1980.7
-4441.3 472.1
-590.5 -956.3
2160.4 -1955.4
-349.7 -826.1
1857.0 1115.0
12.6 -1235.5
-2628.8 2395.7
-5041.1 -2568.6
-2642.7 -2815.7
-913.5 1729.2
-2735.5 -823.6
357.0 -100.4
-3080.0 527.7
4073.7 -3211.9
912.6 1302.9
-2358.6 177.7
1358.9 1294.1
3234.8 148.9
-1820.1 1475.9
-1969.2 1854.4
-1364.5 -1342.9
-765.7 1154.2
-883.9 -100.4
-226.0 -1072.9
504.5 517.6
-1909.9 -3937.8
1412.8 -253.4
-397.8 -1635.3
758.9 -1749.8
556.6 472.5
-783.1 2214.2
-3820.5 -593.8
1877.9 -1762.2
-3645.0 -900.0
-1000.6 -3610.0
423.4 3503.9
-5994.9 89.3
-6322.1 -3508.0
950.6 -1224.3
2448.0 -601.0
-1897.2 973.3
342.6 1772.0
537.9 72.3
-3999.7 -622.0
1538.2 -1157.9
-1141.0 -830.7
-408.3 1038.1
196.1 -592.8
-4044.7 -6209.8
973.5 1077.7
140.5 -336.2
3270.9 250.4
-4857.5 -1247.2
-542.1 1413.2
-3178.3 -1971.7
153.2 -1494.8
-3211.8 2308.9
160.7 1190.4
-2954.5 2411.1
337.9 1442.6
-2907.9 -524.5
-9.7 -527.9
73.8 -506.4
-876.1 91.2
3136.6 1173.1
-828.1 1042.3
-898.4 1687.3
-1290.0 3096.4
-2137.7 2153.8
-907.8 -168.7
1423.9 -2909.5
-679.0 2622.7
-5110.0 2376.0
-3024.1 -2256.3
-1153.2 -102.7
-3340.4 2337.9
3279.2 1879.9
-5376.8 2287.5
546.4 2506.3
-1886.0 -1681.6
812.5 339.6
-2641.8 -163.4
278.5 -164.1
-2588.7 -1463.0
-330.0 -602.2
-932.3 956.6
-838.1 -2136.4
1251.6 6027.5
3639.5 -1467.5
1934.3 1906.3
-3539.3 -892.5
-288.2 220.6
2177.1 -2577.8
1110.0 710.1
-45.3 1981.0
-1506.3 3657.8
166.5 -1723.1
72.1 3390.8
1221.2 620.7
-517.5 -2298.9
-2583.6 2208.5
283.0 546.6
200.1 1843.1
-334.5 1856.9
950.6 524.7
314.5 464.2
-4609.3 -238.7
-1656.5 135.1
-1340.1 -3255.5
2744.0 244.7
-3794.0 -1800.9
3375.1 749.6
-1769.9 4631.6
-372.4 -2402.2
-2173.6 -1224.9
862.7 1832.6
571.6 308.3
-686.8 -2050.7
2125.1 -336.2
-2111.1 135.0
696.2 163.8
-3468.2 913.7
2164.4 116.5
-2568.3 -1063.5
603.8 1793.9
-1357.2 1225.1
-331.8 -776.5
-593.8 1837.9
1185.8 -462.8
-243.6 -2429.7
-873.2 3694.6
-2182.4 490.6
3798.6 -912.3
-4816.2 388.4
759.0 2089.7
-641.7 2774.8
2132.1 90.8
-3350.3 -1819.5
628.1 752.2
-1148.5 -1050.6
152.9 -3117.4
-3324.4 4431.5
-966.8 391.8
-6605.2 898.9
471.3 -1960.0
-272.1 2070.5
-600.9 -2961.1
1227.4 3314.9
-1947.0 -539.1
-4769.6 -3871.4
395.5 248.6
-2193.7 -775.2
-613.8 -2939.3
770.9 3155.1
869.3 190.8
592.3 1145.9
3023.9 -853.3
679.6 -1970.2
-3234.6 1308.4
-3610.9 -2001.4
-4093.2 -2682.2
-865.2 1623.2
1090.5 1019.5
-784.7 2859.8
-2188.3 -80.3
1283.3 1636.3
-2108.0 0.0
